driver_id,driver_age,driver_rating,vehicle_condition,vehicle_type
SURRES14DEL02 ,36,4.5,1,scooter 
CHENRES12DEL02 ,26,4.9,1,scooter 
MUMRES18DEL02 ,25,4.9,1,scooter 
MYSRES09DEL02 ,31,4.9,1,motorcycle 
SURRES20DEL02 ,23,4.9,1,motorcycle 
DEHRES09DEL03 ,NaN ,NaN ,0,motorcycle 
JAPRES05DEL03 ,35,4.6,2,electric_scooter 
MYSRES09DEL03 ,29,4.7,0,motorcycle 
MYSRES09DEL03 ,34,4.8,1,motorcycle 
RANCHIRES06DEL02 ,25,4.8,0,motorcycle 
INDORES010DEL01 ,29,4.1,2,scooter 
CHENRES12DEL02 ,23,4.7,2,motorcycle 
INDORES11DEL02 ,31,4.6,1,motorcycle 
CHENRES16DEL02 ,37,4.7,2,scooter 
BANGRES12DEL02 ,39,4.9,2,scooter 
ALHRES12DEL01 ,33,4,0,motorcycle 
SURRES20DEL02 ,34,4.4,0,motorcycle 
BANGRES06DEL02 ,20,5,1,motorcycle 
MUMRES06DEL03 ,26,4.7,1,scooter 
AGRRES010DEL01 ,38,5,0,motorcycle 
CHENRES02DEL01 ,33,4.8,2,electric_scooter 
BHPRES02DEL01 ,28,3.3,1,motorcycle 
AURGRES04DEL03 ,39,4.1,2,scooter 
CHENRES03DEL02 ,20,4.8,2,motorcycle 
COIMBRES20DEL02 ,25,4.6,2,electric_scooter 
HYDRES03DEL03 ,39,4.8,0,motorcycle 
DEHRES11DEL03 ,22,4.6,1,motorcycle 
BANGRES06DEL03 ,34,4.5,0,motorcycle 
BANGRES05DEL02 ,33,4.7,2,scooter 
LUDHRES20DEL01 ,26,4.2,0,motorcycle 
COIMBRES02DEL02 ,29,4.8,0,motorcycle 
MYSRES14DEL01 ,26,4.5,2,scooter 
PUNERES05DEL01 ,NaN ,NaN ,1,motorcycle 
HYDRES08DEL01 ,25,4.8,0,motorcycle 
SURRES08DEL01 ,34,4.8,1,scooter 
MUMRES18DEL01 ,28,4.4,1,motorcycle 
VADRES15DEL02 ,21,4.9,1,scooter 
VADRES20DEL02 ,23,4.7,1,scooter 
ALHRES06DEL02 ,35,4.9,1,scooter 
SURRES18DEL02 ,28,4.6,0,motorcycle 
SURRES11DEL02 ,32,4.1,2,electric_scooter 
BANGRES04DEL02 ,36,4.8,0,motorcycle 
RANCHIRES01DEL02 ,23,4.4,0,motorcycle 
BHPRES01DEL02 ,26,4.8,0,motorcycle 
HYDRES11DEL03 ,33,4.2,0,motorcycle 
RANCHIRES06DEL01 ,36,4.9,1,scooter 
SURRES08DEL02 ,39,4.1,1,scooter 
VADRES18DEL01 ,24,4.5,1,scooter 
PUNERES04DEL02 ,35,4.5,1,motorcycle 
BANGRES15DEL03 ,35,5,1,scooter 
MUMRES11DEL02 ,25,4.9,2,scooter 
COIMBRES05DEL03 ,26,4.6,2,scooter 
CHENRES010DEL01 ,35,4.9,0,motorcycle 
SURRES03DEL03 ,27,4.8,1,motorcycle 
PUNERES01DEL01 ,22,4.8,0,motorcycle 
BHPRES03DEL03 ,20,4.6,1,scooter 
MYSRES07DEL02 ,39,4.9,1,motorcycle 
BANGRES18DEL01 ,33,4.9,2,scooter 
SURRES05DEL01 ,22,4.7,1,motorcycle 
BANGRES18DEL02 ,31,5,0,motorcycle 
ALHRES01DEL02 ,28,4.6,0,motorcycle 
HYDRES13DEL01 ,21,4.8,2,scooter 
COIMBRES07DEL03 ,22,4.9,0,motorcycle 
HYDRES13DEL03 ,22,4.7,2,electric_scooter 
MYSRES18DEL03 ,28,4.8,1,scooter 
COIMBRES03DEL02 ,38,4.8,2,scooter 
COIMBRES09DEL03 ,32,4.9,2,electric_scooter 
JAPRES06DEL03 ,31,4.9,0,motorcycle 
AGRRES06DEL03 ,21,4.7,0,motorcycle 
COIMBRES010DEL02 ,23,4.5,2,scooter 
AGRRES19DEL01 ,38,4.8,1,motorcycle 
VADRES08DEL02 ,25,4.8,0,motorcycle 
BANGRES07DEL02 ,39,4.1,0,motorcycle 
ALHRES08DEL02 ,24,4.8,2,electric_scooter 
MUMRES14DEL03 ,22,4.4,0,motorcycle 
SURRES15DEL02 ,33,4.7,1,scooter 
JAPRES01DEL01 ,37,4.9,2,scooter 
BANGRES19DEL02 ,28,4.9,1,scooter 
VADRES09DEL03 ,30,4.9,2,scooter 
VADRES03DEL02 ,37,4.2,1,scooter 
PUNERES16DEL02 ,29,4.7,1,motorcycle 
COIMBRES010DEL01 ,25,4.8,2,electric_scooter 
AURGRES03DEL02 ,33,4.8,1,scooter 
MUMRES01DEL03 ,27,4.7,2,motorcycle 
RANCHIRES18DEL03 ,22,4.7,1,scooter 
COIMBRES20DEL01 ,30,3,0,motorcycle 
MUMRES19DEL01 ,22,4.1,0,motorcycle 
SURRES05DEL02 ,27,5,2,scooter 
MUMRES19DEL01 ,32,4.2,2,electric_scooter 
COIMBRES19DEL01 ,20,5,1,motorcycle 
HYDRES20DEL02 ,28,4.8,1,motorcycle 
INDORES08DEL02 ,20,4.5,1,motorcycle 
JAPRES07DEL02 ,28,4.5,0,motorcycle 
MYSRES17DEL02 ,37,4.6,1,motorcycle 
KOCRES010DEL02 ,39,4.5,1,motorcycle 
KOLRES17DEL01 ,39,4.6,0,motorcycle 
SURRES09DEL01 ,29,4.9,0,motorcycle 
JAPRES05DEL02 ,34,4.9,1,scooter 
LUDHRES19DEL02 ,23,4.9,0,motorcycle 
JAPRES19DEL01 ,39,5,1,motorcycle 
INDORES03DEL02 ,20,4.6,2,scooter 
BANGRES04DEL02 ,30,4.6,1,scooter 
HYDRES17DEL03 ,34,4.3,1,scooter 
MUMRES09DEL02 ,33,3.5,1,scooter 
COIMBRES08DEL03 ,38,4.7,0,motorcycle 
RANCHIRES16DEL03 ,32,3.7,1,scooter 
SURRES08DEL03 ,32,4.4,2,scooter 
JAPRES16DEL03 ,33,4.9,1,motorcycle 
JAPRES19DEL03 ,36,4.1,0,motorcycle 
RANCHIRES03DEL01 ,28,4.8,2,motorcycle 
VADRES08DEL01 ,20,5,1,motorcycle 
JAPRES07DEL02 ,22,5,0,motorcycle 
INDORES14DEL02 ,33,4.8,1,scooter 
COIMBRES05DEL01 ,35,3.8,1,motorcycle 
VADRES12DEL01 ,36,3.7,2,scooter 
HYDRES010DEL01 ,23,4.8,2,scooter 
RANCHIRES11DEL01 ,24,4.3,1,scooter 
COIMBRES19DEL01 ,26,4.7,1,motorcycle 
COIMBRES13DEL02 ,24,4.8,0,motorcycle 
RANCHIRES08DEL02 ,26,4.9,1,motorcycle 
VADRES04DEL03 ,37,5,1,motorcycle 
KOLRES08DEL02 ,37,4.4,0,motorcycle 
HYDRES06DEL02 ,29,4.7,2,scooter 
INDORES19DEL03 ,36,4.7,0,motorcycle 
VADRES08DEL01 ,30,4.8,1,scooter 
MYSRES16DEL02 ,39,4.7,0,motorcycle 
RANCHIRES05DEL02 ,27,4.7,2,motorcycle 
SURRES20DEL02 ,31,4.8,2,scooter 
RANCHIRES01DEL03 ,38,4.7,2,scooter 
CHENRES18DEL03 ,29,4.8,2,electric_scooter 
RANCHIRES09DEL02 ,31,4.9,0,motorcycle 
BANGRES04DEL03 ,22,4.5,2,scooter 
RANCHIRES18DEL02 ,25,4.7,2,scooter 
INDORES03DEL02 ,38,4.7,0,motorcycle 
MUMRES11DEL01 ,28,4.8,2,electric_scooter 
INDORES01DEL03 ,38,4.1,2,scooter 
CHENRES03DEL03 ,30,4.8,2,scooter 
JAPRES05DEL01 ,33,4.7,2,scooter 
BANGRES13DEL01 ,26,4.2,1,motorcycle 
RANCHIRES13DEL03 ,31,4.9,0,motorcycle 
KNPRES06DEL02 ,31,4.8,1,scooter 
HYDRES09DEL01 ,35,4.3,0,motorcycle 
PUNERES05DEL02 ,36,4.7,2,motorcycle 
BANGRES010DEL01 ,25,4.9,2,electric_scooter 
COIMBRES19DEL01 ,23,4.8,2,scooter 
RANCHIRES05DEL02 ,23,4.1,0,motorcycle 
MUMRES14DEL03 ,39,4.8,0,motorcycle 
INDORES16DEL03 ,22,4.9,2,motorcycle 
BANGRES20DEL03 ,24,4.8,1,scooter 
CHENRES06DEL01 ,39,4.6,1,scooter 
CHENRES01DEL02 ,NaN ,NaN ,3,electric_scooter 
COIMBRES010DEL03 ,37,4.7,1,scooter 
MUMRES11DEL03 ,29,4.6,2,motorcycle 
KNPRES06DEL03 ,26,4.8,2,scooter 
CHENRES20DEL01 ,20,4.8,2,scooter 
MUMRES13DEL03 ,29,4.7,2,motorcycle 
JAPRES010DEL03 ,33,4.2,2,scooter 
DEHRES01DEL01 ,37,4,0,motorcycle 
KNPRES15DEL02 ,32,4.5,2,motorcycle 
KOCRES13DEL01 ,27,5,1,scooter 
HYDRES12DEL01 ,36,4.6,2,electric_scooter 
RANCHIRES03DEL03 ,24,5,1,scooter 
INDORES17DEL02 ,21,4.9,2,scooter 
INDORES06DEL02 ,23,4.6,1,motorcycle 
VADRES08DEL03 ,37,4.7,0,motorcycle 
BANGRES12DEL03 ,24,5,1,motorcycle 
INDORES20DEL03 ,33,4.9,2,scooter 
MYSRES20DEL01 ,33,4.6,2,scooter 
JAPRES16DEL03 ,38,4.3,0,motorcycle 
PUNERES05DEL02 ,31,5,1,scooter 
RANCHIRES09DEL03 ,22,4.6,1,motorcycle 
GOARES08DEL03 ,32,4.3,0,motorcycle 
HYDRES13DEL02 ,33,3.8,2,electric_scooter 
INDORES05DEL02 ,23,5,1,motorcycle 
MUMRES010DEL02 ,29,4.4,0,motorcycle 
VADRES04DEL03 ,22,4.4,0,motorcycle 
LUDHRES05DEL01 ,20,4.7,2,scooter 
COIMBRES18DEL02 ,34,4.2,0,motorcycle 
MUMRES08DEL02 ,26,4.7,1,motorcycle 
JAPRES13DEL02 ,33,4.4,1,motorcycle 
INDORES09DEL03 ,34,4.7,2,scooter 
VADRES18DEL03 ,28,5,2,motorcycle 
INDORES06DEL02 ,26,4.8,1,scooter 
INDORES12DEL03 ,37,4.2,0,motorcycle 
SURRES04DEL03 ,31,4,0,motorcycle 
INDORES20DEL03 ,32,4.3,2,electric_scooter 
HYDRES13DEL01 ,22,4.6,0,motorcycle 
KOCRES01DEL02 ,33,4.6,2,scooter 
AURGRES11DEL02 ,30,4.8,1,scooter 
LUDHRES11DEL02 ,28,4.9,1,scooter 
MYSRES17DEL02 ,35,4.7,0,motorcycle 
HYDRES16DEL02 ,39,4.9,0,motorcycle 
MYSRES19DEL03 ,35,4.8,1,motorcycle 
PUNERES05DEL02 ,36,4.8,1,scooter 
INDORES01DEL02 ,22,4.7,2,scooter 
KNPRES01DEL03 ,30,4.6,1,motorcycle 
INDORES12DEL01 ,29,4.6,1,motorcycle 
MUMRES02DEL01 ,25,4.9,0,motorcycle 
JAPRES03DEL02 ,25,4.2,0,motorcycle 
MYSRES05DEL02 ,28,4.6,1,motorcycle 
MUMRES14DEL01 ,NaN ,NaN ,2,electric_scooter 
PUNERES05DEL01 ,26,4.8,2,electric_scooter 
VADRES13DEL02 ,35,4.2,0,motorcycle 
MYSRES20DEL03 ,34,4.5,0,motorcycle 
PUNERES04DEL01 ,27,4,1,motorcycle 
INDORES11DEL03 ,34,4.6,1,scooter 
CHENRES04DEL03 ,30,4.8,1,motorcycle 
RANCHIRES17DEL01 ,34,4.8,0,motorcycle 
BANGRES20DEL01 ,27,4.8,1,scooter 
MUMRES03DEL01 ,35,4.6,0,motorcycle 
MYSRES06DEL01 ,28,4.1,0,motorcycle 
PUNERES08DEL01 ,29,2.5,1,motorcycle 
RANCHIRES07DEL02 ,22,3.9,0,motorcycle 
PUNERES06DEL03 ,NaN ,NaN ,3,scooter 
SURRES16DEL03 ,NaN ,NaN ,0,motorcycle 
SURRES08DEL03 ,31,4.2,2,motorcycle 
PUNERES05DEL03 ,26,4.7,0,motorcycle 
CHENRES05DEL01 ,22,4.5,1,scooter 
VADRES15DEL01 ,33,5,0,motorcycle 
MUMRES19DEL03 ,32,5,2,scooter 
RANCHIRES17DEL02 ,27,4.6,1,scooter 
JAPRES08DEL02 ,37,4.9,2,electric_scooter 
PUNERES04DEL03 ,30,4.5,1,motorcycle 
PUNERES16DEL02 ,32,5,0,motorcycle 
KOCRES06DEL01 ,NaN ,NaN ,1,motorcycle 
COIMBRES14DEL02 ,20,4.6,0,motorcycle 
SURRES19DEL03 ,34,4.5,2,motorcycle 
JAPRES18DEL03 ,25,4.8,1,motorcycle 
VADRES01DEL02 ,38,4.8,0,motorcycle 
CHENRES07DEL01 ,30,4.4,2,motorcycle 
AGRRES13DEL01 ,21,4.2,0,motorcycle 
BANGRES20DEL03 ,22,4.8,1,scooter 
DEHRES04DEL02 ,25,4.8,1,motorcycle 
PUNERES19DEL01 ,NaN ,NaN ,1,motorcycle 
BANGRES010DEL02 ,24,4.9,1,scooter 
BANGRES14DEL01 ,30,4.1,2,motorcycle 
PUNERES06DEL01 ,20,5,1,motorcycle 
BANGRES13DEL02 ,35,4.1,0,motorcycle 
JAPRES11DEL03 ,30,4.6,0,motorcycle 
RANCHIRES18DEL03 ,32,4.9,2,scooter 
GOARES12DEL03 ,38,4,2,motorcycle 
BANGRES11DEL02 ,30,4,0,motorcycle 
VADRES19DEL02 ,38,4.5,2,electric_scooter 
SURRES14DEL01 ,38,4.2,2,motorcycle 
BANGRES13DEL02 ,36,4.2,0,motorcycle 
COIMBRES03DEL02 ,27,4.6,2,scooter 
BHPRES20DEL01 ,31,4.8,0,motorcycle 
JAPRES11DEL02 ,36,4.7,2,motorcycle 
CHENRES08DEL02 ,31,4.3,0,motorcycle 
COIMBRES06DEL03 ,26,4.8,2,electric_scooter 
GOARES09DEL02 ,28,4.8,2,electric_scooter 
KOLRES16DEL01 ,30,4.6,1,motorcycle 
DEHRES09DEL02 ,30,4.2,0,motorcycle 
HYDRES15DEL03 ,22,4.7,2,scooter 
CHENRES19DEL03 ,26,4.7,0,motorcycle 
MUMRES08DEL01 ,31,4.5,1,motorcycle 
BHPRES14DEL03 ,29,5,1,motorcycle 
MUMRES06DEL02 ,26,4.7,0,motorcycle 
CHENRES17DEL02 ,31,4.8,1,motorcycle 
HYDRES15DEL02 ,39,3.6,1,scooter 
INDORES20DEL01 ,22,4.7,1,motorcycle 
KOCRES06DEL01 ,39,4.6,1,motorcycle 
MYSRES17DEL02 ,24,4.9,1,motorcycle 
INDORES13DEL02 ,27,4.8,2,scooter 
LUDHRES04DEL02 ,24,4.2,0,motorcycle 
INDORES13DEL03 ,25,4.2,2,motorcycle 
INDORES05DEL01 ,37,5,2,electric_scooter 
AURGRES04DEL02 ,20,4.6,2,electric_scooter 
DEHRES19DEL03 ,38,4.9,2,scooter 
JAPRES20DEL01 ,20,4.7,1,scooter 
COIMBRES01DEL02 ,22,5,0,motorcycle 
COIMBRES05DEL01 ,30,5,0,motorcycle 
HYDRES04DEL02 ,22,5,2,motorcycle 
INDORES09DEL02 ,37,5,0,motorcycle 
BANGRES010DEL01 ,30,5,1,motorcycle 
VADRES05DEL02 ,33,4.8,2,electric_scooter 
MUMRES13DEL02 ,24,5,2,scooter 
CHENRES16DEL02 ,27,4.7,0,motorcycle 
COIMBRES04DEL01 ,22,4.5,0,motorcycle 
SURRES14DEL02 ,30,4.8,1,motorcycle 
INDORES15DEL01 ,27,4.6,1,motorcycle 
BANGRES16DEL01 ,20,4.9,1,motorcycle 
INDORES010DEL02 ,38,3.7,2,scooter 
RANCHIRES16DEL02 ,35,4.9,0,motorcycle 
AGRRES08DEL01 ,22,4.3,0,motorcycle 
HYDRES07DEL01 ,35,5,2,scooter 
COIMBRES17DEL03 ,28,4.9,2,scooter 
RANCHIRES01DEL01 ,35,4.9,0,motorcycle 
INDORES03DEL01 ,33,4.7,1,motorcycle 
HYDRES07DEL01 ,21,4.9,1,motorcycle 
LUDHRES20DEL03 ,24,5,0,motorcycle 
KOCRES02DEL02 ,29,4.8,0,motorcycle 
KOCRES15DEL02 ,20,5,0,motorcycle 
PUNERES09DEL02 ,36,4.7,1,scooter 
MUMRES16DEL01 ,29,4.7,0,motorcycle 
VADRES19DEL01 ,38,4.7,1,scooter 
LUDHRES19DEL03 ,32,4.9,1,motorcycle 
MUMRES20DEL01 ,27,4.7,1,motorcycle 
HYDRES15DEL01 ,34,4.2,0,motorcycle 
AGRRES07DEL03 ,24,4.7,1,motorcycle 
LUDHRES16DEL03 ,37,4.9,2,scooter 
COIMBRES04DEL03 ,36,4.6,2,motorcycle 
KOLRES02DEL03 ,37,4.3,0,motorcycle 
BANGRES14DEL01 ,22,4.8,1,scooter 
MYSRES11DEL02 ,23,4.5,1,scooter 
AGRRES15DEL01 ,21,4.1,2,scooter 
MYSRES19DEL02 ,32,4.9,0,motorcycle 
KNPRES02DEL03 ,36,4.6,1,motorcycle 
PUNERES14DEL02 ,38,4.9,0,motorcycle 
AGRRES02DEL03 ,20,4.7,2,motorcycle 
BANGRES13DEL02 ,21,5,2,electric_scooter 
KNPRES010DEL01 ,23,4.1,0,motorcycle 
JAPRES14DEL02 ,35,5,0,motorcycle 
JAPRES20DEL02 ,29,4.8,2,motorcycle 
MYSRES14DEL03 ,31,4.9,0,motorcycle 
COIMBRES11DEL02 ,35,4.8,0,motorcycle 
VADRES07DEL03 ,35,4.3,2,electric_scooter 
HYDRES05DEL02 ,36,4.6,0,motorcycle 
PUNERES16DEL02 ,33,4.8,0,motorcycle 
MUMRES15DEL01 ,26,4.9,0,motorcycle 
CHENRES03DEL02 ,38,4.1,1,motorcycle 
PUNERES13DEL01 ,36,5,0,motorcycle 
INDORES17DEL01 ,25,4.5,0,motorcycle 
PUNERES07DEL02 ,38,4.7,2,scooter 
BHPRES03DEL03 ,22,4.6,0,motorcycle 
AURGRES12DEL02 ,NaN ,NaN ,0,motorcycle 
SURRES04DEL02 ,37,4.6,0,motorcycle 
RANCHIRES13DEL01 ,32,4.5,0,motorcycle 
HYDRES17DEL02 ,36,4.6,2,scooter 
MUMRES09DEL03 ,33,4.3,2,motorcycle 
VADRES18DEL02 ,35,4.8,0,motorcycle 
SURRES11DEL02 ,22,4.8,1,scooter 
VADRES06DEL03 ,32,4.9,0,motorcycle 
MYSRES13DEL03 ,37,4.7,2,scooter 
VADRES06DEL02 ,23,4.5,1,scooter 
PUNERES03DEL02 ,37,4.5,0,motorcycle 
AGRRES03DEL02 ,24,4.9,0,motorcycle 
CHENRES19DEL01 ,25,4.9,2,scooter 
COIMBRES14DEL02 ,32,4.7,2,scooter 
COIMBRES03DEL01 ,22,4.7,2,electric_scooter 
MUMRES09DEL02 ,26,4.6,2,scooter 
MYSRES18DEL02 ,32,3.7,1,motorcycle 
HYDRES11DEL02 ,24,4.1,2,electric_scooter 
SURRES010DEL01 ,23,4.8,0,motorcycle 
INDORES19DEL02 ,24,4.1,2,scooter 
COIMBRES05DEL02 ,NaN ,NaN ,3,motorcycle 
MYSRES06DEL01 ,21,4.6,2,electric_scooter 
INDORES18DEL01 ,26,4.5,2,motorcycle 
SURRES18DEL02 ,29,4.8,0,motorcycle 
BANGRES14DEL02 ,22,4.8,1,motorcycle 
MYSRES19DEL01 ,27,4.6,2,scooter 
JAPRES18DEL03 ,27,4.7,0,motorcycle 
LUDHRES05DEL02 ,35,3.8,1,scooter 
VADRES20DEL03 ,25,4.5,1,motorcycle 
MYSRES04DEL01 ,25,4.9,2,electric_scooter 
MYSRES05DEL01 ,22,5,1,motorcycle 
COIMBRES03DEL02 ,30,3.6,1,motorcycle 
INDORES01DEL01 ,32,4.4,0,motorcycle 
BANGRES11DEL01 ,31,5,1,scooter 
RANCHIRES15DEL02 ,31,4.1,1,motorcycle 
JAPRES13DEL03 ,30,4.9,2,scooter 
COIMBRES09DEL03 ,36,4.8,0,motorcycle 
PUNERES06DEL02 ,36,4.7,1,scooter 
RANCHIRES12DEL01 ,21,4.6,1,motorcycle 
PUNERES03DEL03 ,26,4.6,1,scooter 
RANCHIRES17DEL03 ,39,4.5,0,motorcycle 
LUDHRES18DEL02 ,20,4.9,0,motorcycle 
AGRRES03DEL01 ,23,4.9,1,motorcycle 
BHPRES05DEL01 ,25,4.1,0,motorcycle 
LUDHRES11DEL03 ,31,4.5,0,motorcycle 
PUNERES16DEL02 ,26,4.7,2,scooter 
RANCHIRES16DEL02 ,36,4.7,0,motorcycle 
HYDRES16DEL02 ,NaN ,NaN ,1,motorcycle 
RANCHIRES010DEL01 ,36,3.5,1,motorcycle 
INDORES010DEL01 ,32,4.1,0,motorcycle 
MUMRES01DEL01 ,38,5,0,motorcycle 
COIMBRES07DEL03 ,39,4.8,2,electric_scooter 
JAPRES09DEL01 ,27,4.6,0,motorcycle 
SURRES16DEL03 ,23,4.9,0,motorcycle 
DEHRES17DEL03 ,NaN ,NaN ,1,motorcycle 
AGRRES14DEL01 ,25,4.6,0,motorcycle 
BHPRES19DEL01 ,21,4.8,0,motorcycle 
CHENRES01DEL01 ,39,5,1,motorcycle 
COIMBRES07DEL01 ,24,5,1,scooter 
MUMRES14DEL01 ,35,4.5,0,motorcycle 
HYDRES20DEL02 ,34,4.2,0,motorcycle 
COIMBRES18DEL01 ,21,4.8,1,motorcycle 
VADRES14DEL02 ,39,4.6,2,scooter 
DEHRES18DEL02 ,23,4.7,1,motorcycle 
SURRES01DEL02 ,20,4.2,0,motorcycle 
CHENRES05DEL02 ,24,3.5,1,motorcycle 
VADRES09DEL01 ,22,4.8,2,motorcycle 
PUNERES06DEL02 ,36,4.5,2,electric_scooter 
CHENRES04DEL02 ,25,4.5,0,motorcycle 
INDORES17DEL02 ,38,4.6,1,scooter 
BHPRES15DEL01 ,30,4.3,1,motorcycle 
BHPRES11DEL02 ,27,4.7,1,scooter 
CHENRES15DEL03 ,31,5,1,scooter 
KOCRES07DEL02 ,30,4.5,1,motorcycle 
JAPRES20DEL02 ,39,4.9,0,motorcycle 
KNPRES11DEL02 ,38,4.6,1,motorcycle 
SURRES09DEL01 ,29,4.9,2,scooter 
CHENRES14DEL03 ,38,4.9,2,scooter 
MYSRES09DEL01 ,38,4.6,2,motorcycle 
SURRES04DEL03 ,28,4.9,0,motorcycle 
INDORES12DEL01 ,37,4.5,1,motorcycle 
KOLRES04DEL02 ,28,5,1,motorcycle 
MUMRES01DEL03 ,39,4.3,0,motorcycle 
MUMRES06DEL02 ,27,4.9,1,scooter 
COIMBRES010DEL02 ,37,4.9,0,motorcycle 
MUMRES02DEL01 ,22,4.8,2,electric_scooter 
MYSRES11DEL03 ,29,4.7,1,scooter 
AGRRES08DEL03 ,30,4.7,0,motorcycle 
BANGRES18DEL03 ,36,4.3,2,scooter 
RANCHIRES18DEL01 ,29,4.5,0,motorcycle 
COIMBRES14DEL03 ,24,4.6,1,scooter 
COIMBRES17DEL01 ,36,4.7,0,motorcycle 
PUNERES06DEL01 ,31,4.6,0,motorcycle 
MYSRES09DEL01 ,NaN ,NaN ,0,motorcycle 
PUNERES04DEL02 ,34,4.9,2,electric_scooter 
RANCHIRES07DEL03 ,21,5,2,scooter 
CHENRES16DEL03 ,32,4.8,0,motorcycle 
KNPRES20DEL03 ,NaN ,NaN ,1,motorcycle 
ALHRES02DEL01 ,33,4.8,0,motorcycle 
BHPRES11DEL01 ,36,4.2,2,electric_scooter 
CHENRES06DEL03 ,21,5,1,motorcycle 
BANGRES07DEL03 ,23,4.6,0,motorcycle 
KOLRES08DEL02 ,37,4.7,1,motorcycle 
CHENRES02DEL02 ,30,4.9,2,motorcycle 
INDORES16DEL02 ,29,4.8,1,motorcycle 
MUMRES01DEL01 ,22,4.4,2,scooter 
MUMRES14DEL02 ,36,4.9,0,motorcycle 
CHENRES19DEL02 ,35,5,0,motorcycle 
MYSRES03DEL03 ,21,4.6,2,electric_scooter 
BANGRES03DEL02 ,21,5,0,motorcycle 
COIMBRES18DEL01 ,32,4.6,2,electric_scooter 
AGRRES05DEL03 ,25,4.7,2,scooter 
BANGRES12DEL03 ,NaN ,NaN ,2,scooter 
VADRES03DEL01 ,39,4.9,2,electric_scooter 
HYDRES010DEL01 ,21,4.9,0,motorcycle 
MUMRES02DEL02 ,30,4.8,1,scooter 
LUDHRES06DEL03 ,21,4.7,1,scooter 
COIMBRES05DEL01 ,23,4.5,2,scooter 
LUDHRES14DEL02 ,34,4.6,1,motorcycle 
SURRES12DEL02 ,32,3.5,2,electric_scooter 
LUDHRES11DEL01 ,26,4.6,2,scooter 
DEHRES08DEL03 ,NaN ,NaN ,2,scooter 
HYDRES17DEL01 ,22,4.9,0,motorcycle 
ALHRES18DEL02 ,31,4.8,2,scooter 
JAPRES16DEL03 ,35,4.7,2,scooter 
DEHRES04DEL01 ,39,4.6,1,scooter 
JAPRES16DEL01 ,35,4.8,1,motorcycle 
JAPRES07DEL01 ,35,4.7,2,electric_scooter 
INDORES19DEL03 ,24,4.9,2,motorcycle 
KOLRES11DEL02 ,32,4.9,2,scooter 
PUNERES08DEL01 ,37,4.7,2,motorcycle 
HYDRES03DEL02 ,22,4.8,2,scooter 
CHENRES19DEL01 ,29,4,2,motorcycle 
VADRES13DEL02 ,31,4.9,1,scooter 
JAPRES05DEL03 ,36,4.6,2,motorcycle 
MUMRES03DEL02 ,24,4.4,1,scooter 
PUNERES12DEL02 ,38,4.7,1,motorcycle 
MUMRES17DEL03 ,21,4.7,2,scooter 
MUMRES20DEL03 ,36,4.8,1,scooter 
AURGRES03DEL03 ,37,4.6,2,motorcycle 
HYDRES06DEL02 ,26,4.5,0,motorcycle 
CHENRES18DEL02 ,25,4.6,2,motorcycle 
KNPRES01DEL03 ,35,3.7,2,motorcycle 
RANCHIRES05DEL03 ,20,4.7,1,scooter 
VADRES09DEL01 ,38,4.5,0,motorcycle 
INDORES07DEL01 ,33,4.6,1,motorcycle 
BANGRES02DEL03 ,26,4.7,2,scooter 
PUNERES09DEL03 ,30,4.8,1,scooter 
CHENRES16DEL02 ,36,4.5,1,scooter 
CHENRES010DEL01 ,31,4.8,1,motorcycle 
CHENRES05DEL01 ,24,4.5,1,scooter 
COIMBRES02DEL01 ,23,4,2,scooter 
HYDRES20DEL03 ,31,4.7,0,motorcycle 
INDORES05DEL02 ,20,5,1,motorcycle 
INDORES15DEL03 ,36,4.8,2,motorcycle 
MUMRES13DEL03 ,NaN ,NaN ,0,motorcycle 
INDORES12DEL02 ,22,4.6,2,scooter 
JAPRES03DEL01 ,27,4.6,0,motorcycle 
VADRES17DEL01 ,NaN ,NaN ,1,motorcycle 
PUNERES11DEL02 ,32,4.7,0,motorcycle 
SURRES13DEL01 ,29,5,0,motorcycle 
JAPRES04DEL03 ,23,4.7,1,motorcycle 
KOCRES08DEL03 ,26,4.7,0,motorcycle 
SURRES09DEL02 ,38,4.6,0,motorcycle 
KNPRES03DEL03 ,38,4.9,2,scooter 
JAPRES06DEL02 ,26,4.6,2,scooter 
JAPRES02DEL02 ,28,4.6,1,motorcycle 
VADRES15DEL01 ,39,4.9,0,motorcycle 
MYSRES04DEL02 ,24,5,2,electric_scooter 
SURRES04DEL03 ,38,4.7,1,scooter 
LUDHRES05DEL03 ,36,4.7,2,scooter 
MYSRES04DEL02 ,23,4.7,0,motorcycle 
MUMRES14DEL01 ,37,4.8,1,motorcycle 
KOCRES03DEL01 ,39,4.7,1,scooter 
PUNERES20DEL02 ,29,4.6,0,motorcycle 
PUNERES09DEL01 ,28,5,1,motorcycle 
HYDRES07DEL01 ,21,4.7,0,motorcycle 
PUNERES010DEL01 ,20,4.6,0,motorcycle 
MYSRES19DEL03 ,20,4.9,0,motorcycle 
HYDRES05DEL02 ,33,4.6,1,scooter 
KOLRES09DEL02 ,35,4.7,2,scooter 
JAPRES20DEL03 ,25,4.7,1,scooter 
ALHRES17DEL02 ,22,4.9,0,motorcycle 
VADRES09DEL03 ,36,4.8,0,motorcycle 
SURRES09DEL01 ,25,4.9,1,scooter 
